记录ID,标题,发布时间,省份,市,公告类型,来源平台,详情页URL,主品类,主品类-原始口径,全部命中品类,学段,是否学科网相关,已L2精读
00362ac09f253db9422496af1da4552d0521,江西嘉勋工程管理有限公司关于安远县龙布镇中心小学安远县龙布中心小学校舍维修及基础设施改造项目（项目编号：JXJX2026-AY-C001）电子化竞争性磋商采购公告,2026-07-26,江西省,,采购/资审公告,赣州市公共资源交易中心,https://www.ggzy.gov.cn/information/deal/html/a/360000/0201/20260726/00362ac09f253db9422496af1da4552d0521.html,校舍维修改造,校舍维修改造,校舍维修改造,小学,否,否
00149256fceae6c34d028a6c3204519cf1c0,临汾一中第一附属学校公开招标临汾一中第一附属学校小学部教学设施设备购置项目的采购公告,2026-07-25,山西省,,采购/资审公告,,https://www.ggzy.gov.cn/information/deal/html/a/140000/0201/20260725/00149256fceae6c34d028a6c3204519cf1c0.html,其他,其他,,小学,否,否
0037b35afa3992384638997de0b594e59c07,青岛市崂山区崂发小学2026年物业管理服务竞争性磋商公告,2026-07-25,山东省,,采购/资审公告,青岛市公共资源交易 电子交易系统,https://www.ggzy.gov.cn/information/deal/html/a/370000/0201/20260725/0037b35afa3992384638997de0b594e59c07.html,后勤服务,其他,后勤服务,小学,否,否
005090d281ae06f346dc8db1bf184c0d838d,重庆市渝北区腾芳小学2026年教育教学设备采购项目(YBQ26A00509)询价公告,2026-07-25,重庆市,,采购/资审公告,重庆市公共资源交易服务平台,https://www.ggzy.gov.cn/information/deal/html/a/500000/0201/20260725/005090d281ae06f346dc8db1bf184c0d838d.html,教学仪器,教学仪器,教学仪器,小学,否,否
0042d7c18f39984844e4b325624805265fe7,巴东县茶店子镇中心小学新建学生食堂设备采购项目第二次公告,2026-07-25,湖北省,,采购/资审公告,湖北省政府采购网,https://www.ggzy.gov.cn/information/deal/html/a/420000/0201/20260725/0042d7c18f39984844e4b325624805265fe7.html,校舍维修改造,校舍维修改造,校舍维修改造;食堂设备,小学,否,否
0036c022aa6a2068453a88485cccd7d30a39,赣州嘉宇招标代理有限公司关于于都县明德小学运动场提升改造工程（项目编号：GZJY2026-YD-C001）的不见面电子化竞争性磋商采购公告,2026-07-25,江西省,,采购/资审公告,赣州市公共资源交易中心,https://www.ggzy.gov.cn/information/deal/html/a/360000/0201/20260725/0036c022aa6a2068453a88485cccd7d30a39.html,校舍维修改造,校舍维修改造,校舍维修改造,小学,否,否
003662fd1b3df2044cd5bfd7023fc2934cbf,江西新明工程服务有限公司关于2026年城区小学功能室设备采购项目(第二次)（项目编号：JXXM-PX-2026-C004-1）竞争性谈判公告,2026-07-25,江西省,,采购/资审公告,萍乡市公共资源交易中心,https://www.ggzy.gov.cn/information/deal/html/a/360000/0201/20260725/003662fd1b3df2044cd5bfd7023fc2934cbf.html,实验室设备,实验室设备,实验室设备,小学,否,否
003651c8790ef937452c95ebdde3d3205b01,江西省博远工程管理有限公司关于安远县车头镇中心小学球场跑道及其周边设施改造项目（项目编号：JXBY2026-AY-C015）的竞争性磋商公告,2026-07-25,江西省,,采购/资审公告,赣州市公共资源交易中心,https://www.ggzy.gov.cn/information/deal/html/a/360000/0201/20260725/003651c8790ef937452c95ebdde3d3205b01.html,校舍维修改造,校舍维修改造,校舍维修改造,小学,否,否
003629fcef3ae288496dbdadc2471f5c4835,新干三中等中小学课桌椅采购项目,2026-07-25,江西省,,采购/资审公告,吉安市公共资源交易中心,https://www.ggzy.gov.cn/information/deal/html/a/360000/0201/20260725/003629fcef3ae288496dbdadc2471f5c4835.html,课桌椅,课桌椅,课桌椅,教育局统筹,否,否
0036e7acd73526d4487b9e89321ca4cd149f,江西柏盛工程管理有限公司关于宜丰县新昌镇第四小学运动场改造工程（项目编号：江西柏盛-YF2026-02）竞争性谈判采购公告,2026-07-25,江西省,,采购/资审公告,宜春市公共资源交易中心,https://www.ggzy.gov.cn/information/deal/html/a/360000/0201/20260725/0036e7acd73526d4487b9e89321ca4cd149f.html,校舍维修改造,校舍维修改造,校舍维修改造,小学,否,否
0041c870f65e0b9f403babbbcac65719f217,洛阳市涧西区教育局涧西区公办中小学校大宗食材（米、面、油、肉、蛋、奶）采购及配送项目-征集公告,2026-07-24,河南省,,采购/资审公告,,https://www.ggzy.gov.cn/information/deal/html/a/410000/0201/20260724/0041c870f65e0b9f403babbbcac65719f217.html,后勤服务,其他,后勤服务,教育局统筹,否,否
00134f4083ba5c574b0f9397599d8a1baaa9,廊坊经济技术开发区文教卫生局小学部课堂实录分析系统采购项目公开招标交易公告,2026-07-24,河北省,,采购/资审公告,廊坊市公共资源交易中心,https://www.ggzy.gov.cn/information/deal/html/a/130000/0201/20260724/00134f4083ba5c574b0f9397599d8a1baaa9.html,信息化设备,信息化设备,信息化设备,小学,是,否
00113ee14dbfc9d442d2982907eb719d76e7,2026年房山区中小学校园食堂质量提升预算项目（设备购置3）公开招标公告,2026-07-24,北京,,采购/资审公告,北京市政府采购网,https://www.ggzy.gov.cn/information/deal/html/a/110000/0201/20260724/00113ee14dbfc9d442d2982907eb719d76e7.html,食堂设备,食堂设备,食堂设备,教育局统筹,否,否
0043c38dd813b43141639fda055017c21d8e,长沙市龙塘小学2026年秋季扩班建设及设施设备采购招标公告,2026-07-24,湖南省,,采购/资审公告,,https://www.ggzy.gov.cn/information/deal/html/a/430000/0201/20260724/0043c38dd813b43141639fda055017c21d8e.html,其他,其他,,小学,否,否
0042d0142969aefd4a9990f5e31153698810,广水市第二实验小学综合楼维修改造项目公告,2026-07-24,湖北省,,采购/资审公告,湖北省政府采购网,https://www.ggzy.gov.cn/information/deal/html/a/420000/0201/20260724/0042d0142969aefd4a9990f5e31153698810.html,校舍维修改造,校舍维修改造,校舍维修改造,小学,否,否
0037fb901851e92c47ebb656c017612c8b7f,曲阜市鲁城街道孔子中学舞雩坛小学铭志楼维修加固工程竞争性磋商公告,2026-07-24,山东省,,采购/资审公告,济宁市公共资源交易服务平台,https://www.ggzy.gov.cn/information/deal/html/a/370000/0201/20260724/0037fb901851e92c47ebb656c017612c8b7f.html,校舍维修改造,校舍维修改造,校舍维修改造,小学,否,否
004486a817408b404b3d9f68b6e8cf61219d,惠州仲恺高新区2026年公办中小学校教学服务辅助项目招标公告,2026-07-24,广东省,,采购/资审公告,,https://www.ggzy.gov.cn/information/deal/html/a/440000/0201/20260724/004486a817408b404b3d9f68b6e8cf61219d.html,其他,其他,,教育局统筹,否,否
001336c560a69d224683aba014be80d3e7d6,石家庄市谈固东街小学设施设备采购项目公开招标公告,2026-07-24,河北省,,采购/资审公告,石家庄公共资源交易网,https://www.ggzy.gov.cn/information/deal/html/a/130000/0201/20260724/001336c560a69d224683aba014be80d3e7d6.html,其他,其他,,小学,否,否
00655a53e816a7b54772967f7e359aeced39,柯坪县湖州小学维修改造项目竞争性磋商公告,2026-07-24,新疆维吾尔自治区,,采购/资审公告,新疆维吾尔自治区公共资源交易平台,https://www.ggzy.gov.cn/information/deal/html/a/650000/0201/20260724/00655a53e816a7b54772967f7e359aeced39.html,校舍维修改造,校舍维修改造,校舍维修改造,小学,否,否
0012b66d5e1e57cb4b1689f071eff1186137,天津市津南区教育局机关 津南实验小学合祥园校区提升改造项目 (项目编号:JZD-TJ26-032)竞争性磋商公告,2026-07-24,天津市,,采购/资审公告,天津市公共资源交易平台交易系统,https://www.ggzy.gov.cn/information/deal/html/a/120000/0201/20260724/0012b66d5e1e57cb4b1689f071eff1186137.html,校舍维修改造,校舍维修改造,校舍维修改造,教育局统筹,否,否
0062e33d5d56b631402fb878498d287d0c3d,白银区第十二小学教学楼外窗及外墙维修改造项目-竞争性磋商招标公告,2026-07-24,甘肃省,,采购/资审公告,白银市公共资源交易平台,https://www.ggzy.gov.cn/information/deal/html/a/620000/0201/20260724/0062e33d5d56b631402fb878498d287d0c3d.html,校舍维修改造,校舍维修改造,校舍维修改造,小学,否,否
00411b073a1a1cf942fbbf34ce9cdc161f9b,陕州小学运动场改扩建项目（塑胶跑道及硅PU篮球场采购）-竞争性磋商公告,2026-07-24,河南省,,采购/资审公告,三门峡市公共资源交易中心,https://www.ggzy.gov.cn/information/deal/html/a/410000/0201/20260724/00411b073a1a1cf942fbbf34ce9cdc161f9b.html,校舍维修改造,校舍维修改造,校舍维修改造;工程配套,小学,否,否
00358addf8ab06d3451e806ced2c2b8e2851,黄石中心小学物业管理服务项目(三次)竞争性磋商公告,2026-07-24,福建省,,采购/资审公告,莆田市行政服务中心,https://www.ggzy.gov.cn/information/deal/html/a/350000/0201/20260724/00358addf8ab06d3451e806ced2c2b8e2851.html,后勤服务,其他,后勤服务,小学,否,否
0011ea1b45a814d54e4d9077432e1574433f,北京市通州区中小学校办学装备提升项目（包1：实验室成套设备一、包2：实验室成套设备二、包3：实验室成套设备三、包4：实验室成套设备四）公开招标公告,2026-07-24,北京,,采购/资审公告,北京市政府采购网,https://www.ggzy.gov.cn/information/deal/html/a/110000/0201/20260724/0011ea1b45a814d54e4d9077432e1574433f.html,实验室设备,实验室设备,实验室设备,教育局统筹,否,否
004103d2d9e4e9ca4d3dbabc0ce80f874a13,漯河市源汇区许慎小学许慎小学校园整体运动场地改造维护提升项目-竞争性磋商公告,2026-07-24,河南省,,采购/资审公告,漯河市公共资源交易中心,https://www.ggzy.gov.cn/information/deal/html/a/410000/0201/20260724/004103d2d9e4e9ca4d3dbabc0ce80f874a13.html,校舍维修改造,校舍维修改造,校舍维修改造,小学,否,否
002257dc5512eb984b33a0430516c28b796c,吉林省裕顺工程咨询有限公司关于长春市绿园区春阳小学食堂改造工程的竞争性磋商公告,2026-07-24,吉林省,,采购/资审公告,长春市公共资源交易中心(新),https://www.ggzy.gov.cn/information/deal/html/a/220000/0201/20260724/002257dc5512eb984b33a0430516c28b796c.html,校舍维修改造,校舍维修改造,校舍维修改造;食堂设备;后勤服务,小学,否,否
0011760e72b26ce645dd939558d535927fc2,2026年房山区中小学校园食堂质量提升预算项目（设备购置2） 公开招标公告,2026-07-24,北京,,采购/资审公告,北京市政府采购网,https://www.ggzy.gov.cn/information/deal/html/a/110000/0201/20260724/0011760e72b26ce645dd939558d535927fc2.html,食堂设备,食堂设备,食堂设备,教育局统筹,否,否
00449a4f270a84b348b08d663b605dfcb6c7,乐从镇8所中小学消防维修工程竞争性磋商公告,2026-07-24,广东省,,采购/资审公告,,https://www.ggzy.gov.cn/information/deal/html/a/440000/0201/20260724/00449a4f270a84b348b08d663b605dfcb6c7.html,校舍维修改造,校舍维修改造,校舍维修改造;校园安防,教育局统筹,否,否
00515d6151b5ef9e4f6dbe2815f0d76d59ef,内江市实验小学校采购厨房设备招标公告,2026-07-24,四川省,,采购/资审公告,,https://www.ggzy.gov.cn/information/deal/html/a/510000/0201/20260724/00515d6151b5ef9e4f6dbe2815f0d76d59ef.html,食堂设备,食堂设备,食堂设备,小学,否,否
0011703151dc700442a0bcd159476d1499e9,2026年房山区中小学校园食堂质量提升预算项目（设备购置1）公开招标公告,2026-07-24,北京,,采购/资审公告,北京市政府采购网,https://www.ggzy.gov.cn/information/deal/html/a/110000/0201/20260724/0011703151dc700442a0bcd159476d1499e9.html,食堂设备,食堂设备,食堂设备,教育局统筹,否,否
00136b20abe342034b9f97fbb6e028402a90,唐山市丰润区教育局本级唐山市丰润区中小学教室照明设备采购竞争性谈判公告,2026-07-24,河北省,,采购/资审公告,,https://www.ggzy.gov.cn/information/deal/html/a/130000/0201/20260724/00136b20abe342034b9f97fbb6e028402a90.html,工程配套,其他,工程配套,教育局统筹,否,否
00438c3a723e54984d168b7c1a40e148ef7d,新田县2026年提质升级中小学校食堂设施设备（第三次）竞争性谈判公告,2026-07-24,湖南省,,采购/资审公告,,https://www.ggzy.gov.cn/information/deal/html/a/430000/0201/20260724/00438c3a723e54984d168b7c1a40e148ef7d.html,食堂设备,食堂设备,食堂设备,教育局统筹,否,否
0051b9d97b9ee58b403baff551a77241f0ed,宜宾市叙州区柏溪小学校2026年空调采购项目(三次)竞争性谈判公告,2026-07-24,四川省,,采购/资审公告,,https://www.ggzy.gov.cn/information/deal/html/a/510000/0201/20260724/0051b9d97b9ee58b403baff551a77241f0ed.html,工程配套,其他,工程配套,小学,否,否
0013c74feb0ba25e4c96b287f89139d29d44,大城县旺村镇四岳中心小学消防水池建设工程竞争性磋商公告,2026-07-24,河北省,,采购/资审公告,廊坊市公共资源交易中心,https://www.ggzy.gov.cn/information/deal/html/a/130000/0201/20260724/0013c74feb0ba25e4c96b287f89139d29d44.html,校园安防,校园安防,校园安防,小学,否,否
005158e263c0a3624e33a98a1917206c22b2,眉山市东坡区苏南小学多联式空调采购安装项目(三次)竞争性谈判公告,2026-07-24,四川省,,采购/资审公告,,https://www.ggzy.gov.cn/information/deal/html/a/510000/0201/20260724/005158e263c0a3624e33a98a1917206c22b2.html,工程配套,其他,工程配套,小学,否,否
005190c525192f6a4353b7126b8c889d4cf7,眉山市东坡区苏辙小学苏辙小学多联式空调采购安装项目(三次)竞争性谈判公告,2026-07-24,四川省,,采购/资审公告,,https://www.ggzy.gov.cn/information/deal/html/a/510000/0201/20260724/005190c525192f6a4353b7126b8c889d4cf7.html,工程配套,其他,工程配套,小学,否,否
0044959485e67bb14786bd5be4d4ce632ddb,始兴县实验小学校园提质改造项目竞争性磋商公告,2026-07-24,广东省,,采购/资审公告,,https://www.ggzy.gov.cn/information/deal/html/a/440000/0201/20260724/0044959485e67bb14786bd5be4d4ce632ddb.html,校舍维修改造,校舍维修改造,校舍维修改造,小学,否,否
00356d47d86c670a45ffa985699d1975dd9d,晋江市第三实验小学2026年家具采购(四次)竞争性谈判公告,2026-07-24,福建省,,采购/资审公告,泉州市公共资源交易中心,https://www.ggzy.gov.cn/information/deal/html/a/350000/0201/20260724/00356d47d86c670a45ffa985699d1975dd9d.html,课桌椅,课桌椅,课桌椅,小学,否,否
00136e2efa45323a4bc18d567851d25ac035,唐山市雷锋小学路南区义务教育学校护眼灯采购竞争性谈判公告,2026-07-24,河北省,,采购/资审公告,,https://www.ggzy.gov.cn/information/deal/html/a/130000/0201/20260724/00136e2efa45323a4bc18d567851d25ac035.html,工程配套,其他,工程配套,小学,否,否
003532d9893586154c538d94a2e8dbaeca30,泉州师院附属小学台商区分校第二校区功能馆室建设及设备采购竞争性谈判公告,2026-07-24,福建省,,采购/资审公告,泉州市公共资源交易中心,https://www.ggzy.gov.cn/information/deal/html/a/350000/0201/20260724/003532d9893586154c538d94a2e8dbaeca30.html,实验室设备,实验室设备,实验室设备,小学,否,否
0051a3fdd803459e47aa8a54b3e2ee3f7219,仁寿县长平小学2026年新增班级教育设备采购项目（教学一体机）询价公告,2026-07-24,四川省,,采购/资审公告,,https://www.ggzy.gov.cn/information/deal/html/a/510000/0201/20260724/0051a3fdd803459e47aa8a54b3e2ee3f7219.html,智慧黑板,智慧黑板,智慧黑板,小学,是,否
00345301e021405a4eedb1f281ba536e20da,庐江县2026年中小学多媒体教学设备采购公开招标公告,2026-07-24,安徽省,,采购/资审公告,安徽合肥公共资源交易中心电子交易系统,https://www.ggzy.gov.cn/information/deal/html/a/340000/0201/20260724/00345301e021405a4eedb1f281ba536e20da.html,信息化设备,信息化设备,信息化设备;教学仪器,教育局统筹,是,否
00659bb4b560d4aa49f2a6cda1a3f4e90933,中国移动中小学健康护航（疏勒县中小学护眼工程）项目公开招标公告,2026-07-24,新疆维吾尔自治区,,采购/资审公告,新疆维吾尔自治区公共资源交易平台,https://www.ggzy.gov.cn/information/deal/html/a/650000/0201/20260724/00659bb4b560d4aa49f2a6cda1a3f4e90933.html,其他,其他,,教育局统筹,否,否
00526aff6cfdf5a24e38b49106390c66f68a,贵州省2026年秋季学期城乡义务教育阶段小学一年级新生学生字典采购项目（三次）的公开招标公告,2026-07-24,贵州省,,采购/资审公告,贵州省公共资源中心交易平台,https://www.ggzy.gov.cn/information/deal/html/a/520000/0201/20260724/00526aff6cfdf5a24e38b49106390c66f68a.html,其他,其他,,小学,否,否
005169d7e8b897444fde8610902fe14ca728,成都市建设路小学2026-2028年物业服务采购项目招标公告,2026-07-24,四川省,,采购/资审公告,,https://www.ggzy.gov.cn/information/deal/html/a/510000/0201/20260724/005169d7e8b897444fde8610902fe14ca728.html,后勤服务,其他,后勤服务,小学,否,否
00512177478135144e8cbe3f865d1773415e,成都市武侯实验小学物业管理服务采购项目招标公告,2026-07-24,四川省,,采购/资审公告,,https://www.ggzy.gov.cn/information/deal/html/a/510000/0201/20260724/00512177478135144e8cbe3f865d1773415e.html,后勤服务,其他,后勤服务,小学,否,否
005068503018a27849069b5440e079cb1ebb,荷棠小学音视频器材采购(DZQ26A00454)公开招标公告,2026-07-24,重庆市,,采购/资审公告,重庆市公共资源交易服务平台,https://www.ggzy.gov.cn/information/deal/html/a/500000/0201/20260724/005068503018a27849069b5440e079cb1ebb.html,音体美器材,音体美器材,音体美器材,小学,否,否
005422d781e7693240a5b25c38b1ddb9dbd0,当雄县公塘乡小学整体搬迁项目设备采购（二次）采购公告,2026-07-24,西藏自治区,,采购/资审公告,拉萨市市公共资源交易中心,https://www.ggzy.gov.cn/information/deal/html/a/540000/0201/20260724/005422d781e7693240a5b25c38b1ddb9dbd0.html,其他,其他,,小学,否,否
0034b8fb60fb9ab74e22bacf0950d39c8f44,裕安区单王乡单王学校等28所中小学校光环境改造项目竞争性谈判公告,2026-07-24,安徽省,,采购/资审公告,六安市公共资源交易平台电子交易系统,https://www.ggzy.gov.cn/information/deal/html/a/340000/0201/20260724/0034b8fb60fb9ab74e22bacf0950d39c8f44.html,校舍维修改造,校舍维修改造,校舍维修改造,教育局统筹,否,否
0051d92a1ee1164f4e5f82453af7e2ef057f,雅江县教育和体育局雅江县瓦多乡中心小学校绿色校园光伏供电项目招标公告,2026-07-24,四川省,,采购/资审公告,,https://www.ggzy.gov.cn/information/deal/html/a/510000/0201/20260724/0051d92a1ee1164f4e5f82453af7e2ef057f.html,工程配套,其他,工程配套,教育局统筹,否,否
00517bc41acc0e7c4eaeb4ba7024cf75abe3,仁寿县长平小学2026年新增班级教育设备采购项目（学生课桌椅、教室讲桌、教师办公桌）询价公告,2026-07-24,四川省,,采购/资审公告,,https://www.ggzy.gov.cn/information/deal/html/a/510000/0201/20260724/00517bc41acc0e7c4eaeb4ba7024cf75abe3.html,课桌椅,课桌椅,课桌椅,小学,否,否
0051db76b143df1e433286242dcb6d17226a,仁寿县德培小学校2026年新增班级教育设备采购项目（教学一体机）询价公告,2026-07-24,四川省,,采购/资审公告,,https://www.ggzy.gov.cn/information/deal/html/a/510000/0201/20260724/0051db76b143df1e433286242dcb6d17226a.html,智慧黑板,智慧黑板,智慧黑板,小学,是,否
005146c750dc165f4b3b9cfd3c0f1a3f71d8,眉山市东坡区苏南小学保安服务采购竞争性磋商公告,2026-07-24,四川省,,采购/资审公告,,https://www.ggzy.gov.cn/information/deal/html/a/510000/0201/20260724/005146c750dc165f4b3b9cfd3c0f1a3f71d8.html,后勤服务,其他,后勤服务,小学,否,否
00127484e8b466fb4c94bdaa6d9d786e1c3d,天津市津南区教育局机关 天津市津南区咸水沽镇第八小学校舍提升改造项目 (项目编号:SXGP-2026-C-005)竞争性磋商公告,2026-07-24,天津市,,采购/资审公告,天津市公共资源交易平台交易系统,https://www.ggzy.gov.cn/information/deal/html/a/120000/0201/20260724/00127484e8b466fb4c94bdaa6d9d786e1c3d.html,校舍维修改造,校舍维修改造,校舍维修改造,教育局统筹,否,否
00434ebfe30c2f5c45b4be3c4042a2af3634,长沙市望城区教育保障服务中心2026年望城区秋季扩班（含郭亮小学）教学多媒体系统项目招标公告,2026-07-24,湖南省,,采购/资审公告,,https://www.ggzy.gov.cn/information/deal/html/a/430000/0201/20260724/00434ebfe30c2f5c45b4be3c4042a2af3634.html,信息化设备,信息化设备,信息化设备,小学,是,否
0013baa3e837ccb04761a2d579b8b82e9561,景县农村小学营养改善计划服务项目公开招标公告,2026-07-24,河北省,,采购/资审公告,,https://www.ggzy.gov.cn/information/deal/html/a/130000/0201/20260724/0013baa3e837ccb04761a2d579b8b82e9561.html,其他,其他,,小学,否,否
00431f34caad286741f399bb2638931cb13b,长沙市望城区教育保障服务中心2026年望城区秋季扩班（含郭亮小学）空调项目招标公告,2026-07-24,湖南省,,采购/资审公告,,https://www.ggzy.gov.cn/information/deal/html/a/430000/0201/20260724/00431f34caad286741f399bb2638931cb13b.html,工程配套,其他,工程配套,小学,否,否
0053c827cc418da641bb9ef0813632b9cd1d,文山市第十八小学信息化及教学仪器设施设备采购项目公开招标公告,2026-07-24,云南省,,采购/资审公告,,https://www.ggzy.gov.cn/information/deal/html/a/530000/0201/20260724/0053c827cc418da641bb9ef0813632b9cd1d.html,信息化,信息化,信息化;教学仪器,小学,是,否
001121f8ef90e5ce4eb9ad7efe3e259fe087,2026年延庆区中小学机械升降课桌椅购置公开招标公告,2026-07-24,北京,,采购/资审公告,北京市政府采购网,https://www.ggzy.gov.cn/information/deal/html/a/110000/0201/20260724/001121f8ef90e5ce4eb9ad7efe3e259fe087.html,课桌椅,课桌椅,课桌椅,教育局统筹,否,否
00324f8c24a75b0948f3ab509f21228c5cce,苏州工业园区青剑湖小学关于2026年苏州工业园区青剑湖小学教学楼外立面维修项目的竞争性磋商公告,2026-07-24,江苏省,,采购/资审公告,,https://www.ggzy.gov.cn/information/deal/html/a/320000/0201/20260724/00324f8c24a75b0948f3ab509f21228c5cce.html,校舍维修改造,校舍维修改造,校舍维修改造,小学,否,否
0032e9b86e70930942c09fa7315e7f142b28,南通市海门区正余镇人民政府采购中国工农红军南通海门红军小学校园红色环境提升项目采购公告,2026-07-24,江苏省,,采购/资审公告,,https://www.ggzy.gov.cn/information/deal/html/a/320000/0201/20260724/0032e9b86e70930942c09fa7315e7f142b28.html,其他,其他,,小学,否,否
0041a09faca7187f457385cd0ca5608f009e,商丘市第一实验小学星林路校区东院多媒体教学设备采购项目竞争性磋商公告,2026-07-24,河南省,,采购/资审公告,商丘市公共资源交易中心,https://www.ggzy.gov.cn/information/deal/html/a/410000/0201/20260724/0041a09faca7187f457385cd0ca5608f009e.html,信息化设备,信息化设备,信息化设备;教学仪器,小学,是,否
00133ef4c0aabbe548e8a3195c1e93c4a6b3,2026年武强县中小学智慧安防项目公开招标公告,2026-07-24,河北省,,采购/资审公告,,https://www.ggzy.gov.cn/information/deal/html/a/130000/0201/20260724/00133ef4c0aabbe548e8a3195c1e93c4a6b3.html,校园安防,校园安防,校园安防,教育局统筹,否,否
005227fab85173414480bf83c83b758221fe,贵阳市南明区永乐小学运动场地及教学辅助用房维修改造项目采购公告,2026-07-24,贵州省,,采购/资审公告,贵阳市公共资源交易中心,https://www.ggzy.gov.cn/information/deal/html/a/520000/0201/20260724/005227fab85173414480bf83c83b758221fe.html,校舍维修改造,校舍维修改造,校舍维修改造,小学,否,否
0062bd2d96ebef9e433f85c671528acbd450,宁县教育局2026-2027学年度社会购买服务中小学聘用安保服务项目招标公告,2026-07-24,甘肃省,,采购/资审公告,庆阳市公共资源交易平台,https://www.ggzy.gov.cn/information/deal/html/a/620000/0201/20260724/0062bd2d96ebef9e433f85c671528acbd450.html,校园安防,校园安防,校园安防,教育局统筹,否,否
0015e6a7c0c9d7b447e1899abd56e2720c0b,伊金霍洛旗园林绿化中心北京大学附属小学鄂尔多斯分校景观绿化提升工程竞争性磋商公告,2026-07-24,内蒙古自治区,,采购/资审公告,,https://www.ggzy.gov.cn/information/deal/html/a/150000/0201/20260724/0015e6a7c0c9d7b447e1899abd56e2720c0b.html,工程配套,其他,工程配套,小学,否,否
004296a64c2fbce045caaf3b7eb93a694db1,武汉市蔡甸区第五小学蔡甸五小新建综合楼教学设备采购（智慧黑板）竞争性谈判公告,2026-07-24,湖北省,,采购/资审公告,湖北省政府采购网,https://www.ggzy.gov.cn/information/deal/html/a/420000/0201/20260724/004296a64c2fbce045caaf3b7eb93a694db1.html,智慧黑板,智慧黑板,智慧黑板;校舍维修改造;教学仪器,小学,是,否
0022d13c45ba527c493fba256856f1745a8a,吉林前信工程咨询有限公司关于2026年中小学改善办学条件补助资金项目的竞争性磋商公告,2026-07-24,吉林省,,采购/资审公告,松原市公共资源交易中心,https://www.ggzy.gov.cn/information/deal/html/a/220000/0201/20260724/0022d13c45ba527c493fba256856f1745a8a.html,后勤服务,其他,后勤服务,教育局统筹,否,否
001520ee7d66761f4d7383da539dfc8741e1,鄂尔多斯市康巴什区第四小学康巴什区第四小学教学楼外墙维修改造项目竞争性磋商公告,2026-07-24,内蒙古自治区,,采购/资审公告,,https://www.ggzy.gov.cn/information/deal/html/a/150000/0201/20260724/001520ee7d66761f4d7383da539dfc8741e1.html,校舍维修改造,校舍维修改造,校舍维修改造,小学,否,否
0053838582d26c0649d18878d123dbf6a58b,石屏县异龙镇松村小学运动场、篮球场及附属设施建设项目采购竞争性磋商公告,2026-07-24,云南省,,采购/资审公告,,https://www.ggzy.gov.cn/information/deal/html/a/530000/0201/20260724/0053838582d26c0649d18878d123dbf6a58b.html,校舍维修改造,校舍维修改造,校舍维修改造;工程配套,小学,否,否
00513bee4cb54fc54180b9f25f952cc66022,成都市锦城北湖小学校2026年办公木质设备采购项目竞争性谈判公告,2026-07-24,四川省,,采购/资审公告,,https://www.ggzy.gov.cn/information/deal/html/a/510000/0201/20260724/00513bee4cb54fc54180b9f25f952cc66022.html,其他,其他,,小学,否,否
0015ad6c352372b74808822f82503b28dc57,准格尔旗薛家湾第九小学薛家湾第九小学体育馆屋顶维修和更换地板以及雨水管道等应急维修竞争性磋商公告,2026-07-24,内蒙古自治区,,采购/资审公告,,https://www.ggzy.gov.cn/information/deal/html/a/150000/0201/20260724/0015ad6c352372b74808822f82503b28dc57.html,校舍维修改造,校舍维修改造,校舍维修改造,小学,否,否
00153e1b318f501a4cb7aa8f84d88837005f,准格尔旗大路第一小学大路第一小学宿舍床铺及储物柜采购项目询价公告,2026-07-24,内蒙古自治区,,采购/资审公告,,https://www.ggzy.gov.cn/information/deal/html/a/150000/0201/20260724/00153e1b318f501a4cb7aa8f84d88837005f.html,其他,其他,,小学,否,否
001563779580104e407e9c8b1d1b9faa0b33,鄂尔多斯市康巴什区实验小学实验小学采购教师餐厅、教室改造工程竞争性磋商公告,2026-07-24,内蒙古自治区,,采购/资审公告,,https://www.ggzy.gov.cn/information/deal/html/a/150000/0201/20260724/001563779580104e407e9c8b1d1b9faa0b33.html,校舍维修改造,校舍维修改造,校舍维修改造;食堂设备,小学,否,否
003482e3f412c65c486da7d8b7b756f26e84,黄山市徽州区岩寺小学科技创新教室设备采购项目询价公告,2026-07-24,安徽省,,采购/资审公告,黄山市公共资源交易平台电子交易系统,https://www.ggzy.gov.cn/information/deal/html/a/340000/0201/20260724/003482e3f412c65c486da7d8b7b756f26e84.html,信息化设备,信息化设备,信息化设备,小学,是,否
0032799790033e67464097a5dcbe9661a248,南京市北京东路小学多功能报告厅改造项目采购公告(二),2026-07-24,江苏省,,采购/资审公告,,https://www.ggzy.gov.cn/information/deal/html/a/320000/0201/20260724/0032799790033e67464097a5dcbe9661a248.html,校舍维修改造,校舍维修改造,校舍维修改造,小学,否,否
0032637540971d0046348115bf84fcb1bd66,南京市小营小学四楼报告厅出新项目采购公告(二),2026-07-24,江苏省,,采购/资审公告,,https://www.ggzy.gov.cn/information/deal/html/a/320000/0201/20260724/0032637540971d0046348115bf84fcb1bd66.html,其他,其他,,小学,否,否
00355ac2927220c44959b01a50748c8b9c2b,2026年宁德市中小学名师名校长工作室暑期高端研修项目竞争性磋商公告,2026-07-24,福建省,,采购/资审公告,宁德市公共资源交易中心,https://www.ggzy.gov.cn/information/deal/html/a/350000/0201/20260724/00355ac2927220c44959b01a50748c8b9c2b.html,教研,教研,教研,教育局统筹,是,否
